property	categories
P3417	Q24075706,Q18614948,Q18616576,Q18608993,Q19847637,Q30041186
P2853	Q24262056,Q18616576
P2884	Q24262056,Q18616576
P2907	Q24262056,Q18616576
P2500	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P2501	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P2502	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P2881	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P2882	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P3022	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P3085	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P3195	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P3764	Q21818626,Q22964785,Q28106586,Q29868164,Q18616576,Q22984545
P3967	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P1729	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P1730	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P1827	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P1829	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P1954	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P1994	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2205	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2206	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2207	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2281	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2513	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2624	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2721	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2723	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2724	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2819	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P2908	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P3352	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P3483	Q19833377,Q22965078,Q21126229,Q22984545,Q27525351,Q28146956,Q28147643,Q18614948,Q18618644,Q18616576,Q22963600,Q19847637
P3736	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P3838	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P3996	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P4027	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P4035	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P4041	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P4072	Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644,Q18616576,Q19847637
P404	Q21126229,Q22984545,Q28147643,Q18616576,Q18618644,Q22963600
P2451	Q21126229,Q22984545,Q28147643,Q18616576,Q18618644,Q22963600
P2725	Q21126229,Q22984545,Q28147643,Q18616576,Q18618644,Q22963600
P1163	Q18618644,Q28464773,Q18616576
P1030	Q22964966,Q23779665,Q28739677,Q19829914,Q18616576,Q22984363
P2929	Q22964966,Q23779665,Q28739677,Q19829914,Q18616576,Q22984363
P3211	Q22964966,Q23779665,Q19829908,Q19833377,Q28739677,Q28916621,Q19829914,Q18614948,Q18618644,Q18616576,Q22984363,Q19847637
P3223	Q22964966,Q23779665,Q19829908,Q19833377,Q28739677,Q28916621,Q19829914,Q18614948,Q18618644,Q18616576,Q22984363,Q19847637
P3723	Q22964966,Q23779665,Q19829908,Q19833377,Q28739677,Q28916621,Q19829914,Q18614948,Q18618644,Q18616576,Q22984363,Q19847637
P3863	Q22964966,Q23779665,Q19829908,Q19833377,Q28739677,Q28916621,Q19829914,Q18614948,Q18618644,Q18616576,Q22984363,Q19847637
P3920	Q22964966,Q23779665,Q19829908,Q19833377,Q28739677,Q28916621,Q19829914,Q18614948,Q18618644,Q18616576,Q22984363,Q19847637
P3922	Q22964966,Q23779665,Q28739677,Q19829914,Q18616576,Q22984363
P3338	Q21818626,Q28772046,Q22984545,Q18616576
P454	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P455	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P1217	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P1305	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P1380	Q19829908,Q19833377,Q22964966,Q22984363,Q28916621,Q29446361,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P1381	Q19829908,Q19833377,Q22964966,Q22984363,Q28916621,Q29446361,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P1920	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P2025	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P2270	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P2917	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3059	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3555	Q19829908,Q19833377,Q22964966,Q22984363,Q28916621,Q29446361,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3607	Q19829908,Q19833377,Q22964966,Q22984545,Q28916621,Q29110152,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3676	Q19829908,Q19833377,Q22964966,Q22984363,Q28916621,Q29446361,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3714	Q19829908,Q19833377,Q22964966,Q22984545,Q28916621,Q29110152,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3758	Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P3898	Q19829908,Q19833377,Q22964966,Q22984545,Q28916621,Q29110152,Q18614948,Q18618644,Q19829914,Q18616576,Q19847637
P2159	Q18618644,Q22988631,Q28919033,Q18616576
P3752	Q18618644,Q22988631,Q28919033,Q18616576
P3753	Q18618644,Q22988631,Q28919033,Q18616576
P3754	Q18618644,Q22988631,Q28919033,Q18616576
P3755	Q18618644,Q22988631,Q28919033,Q18616576
P3756	Q18618644,Q22988631,Q28919033,Q18616576
P3757	Q18618644,Q22988631,Q28919033,Q18616576
P1314	Q22964966,Q22984363,Q29446361,Q18616576,Q19829914
P2787	Q22964966,Q22984363,Q29446361,Q18616576,Q19829914
P480	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P905	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1237	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1265	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1439	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1562	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1804	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1934	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1970	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2334	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2346	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2400	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2167	Q18614948,Q26696664,Q18616576,Q22997934,Q18608993,Q19847637,Q29642812
P3245	Q18614948,Q26696664,Q19847637,Q18616576
P3248	Q18614948,Q26696664,Q19847637,Q18616576
P3250	Q18614948,Q26696664,Q19847637,Q18616576
P4030	Q18614948,Q26696664,Q19847637,Q18616576
P3165	Q18614948,Q26883022,Q19847637,Q18616576
P3166	Q18614948,Q26883022,Q19847637,Q18616576
P3167	Q18614948,Q26883022,Q19847637,Q18616576
P3168	Q18614948,Q26883022,Q19847637,Q18616576
P3169	Q18614948,Q26883022,Q19847637,Q18616576
P2465	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2508	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2509	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2518	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2529	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2603	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2631	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2636	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2678	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2826	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2883	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2897	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P2970	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3077	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3107	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3110	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3128	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3129	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3135	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3138	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3139	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3141	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3143	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3203	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3302	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3340	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3367	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3593	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P1796	Q18614948,Q27048688,Q19847637,Q18616576
P3224	Q18614948,Q27048688,Q19847637,Q18616576
P3242	Q18614948,Q27048688,Q19847637,Q18616576
P1762	Q18616576,Q27525351
P1897	Q18616576,Q27525351
P1898	Q18616576,Q27525351
P3854	Q18616576,Q27525351
P3194	Q18616576,Q27531381
P3673	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3704	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3750	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3785	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3787	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3808	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3844	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3851	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3868	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P3961	Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18614948,Q18618644,Q18616576,Q19847637
P110	Q18618644,Q27918607,Q29546443,Q29561722,Q29546563,Q18616576
P872	Q18618644,Q27918607,Q29546443,Q29561722,Q18616576
P1574	Q18618644,Q27918607,Q29546443,Q29561722,Q29546563,Q18616576
P2679	Q18618644,Q27918607,Q29546443,Q29561722,Q18616576
P2680	Q18618644,Q27918607,Q29546443,Q29561722,Q18616576
P3768	Q18618644,Q19833377,Q29546563,Q27918607,Q29546443,Q29547399,Q29561722,Q18616576,Q18614948,Q19847637
P243	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P675	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1025	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1044	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1054	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1084	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1085	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1143	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1182	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1292	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1474	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1575	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1608	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1739	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1815	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1823	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P2034	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P2879	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P2969	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P3004	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P3155	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P3184	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P3631	Q19833377,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644,Q18616576,Q19847637
P1610	Q18618644,Q29548341,Q18616576
P3084	Q27151329,Q27918607,Q18616576
P3296	Q18616576,Q27642681
P4001	Q18616576,Q27642681
P3828	Q18616576,Q27659414,Q27918607
P2095	Q21818626,Q29868164,Q22984545,Q18616576
P3949	Q21818626,Q29868164,Q22984545,Q18616576
P3820	Q18616576,Q27918607
P1170	Q18616576,Q28104992
P1194	Q18616576,Q28104992
P1201	Q18616576,Q28104992
P2670	Q18616576,Q28326461,Q28326730
P2521	Q18616576,Q28649030
P828	Q18616576,Q28746712
P126	Q18616576,Q30025373
P137	Q18616576,Q30025373
P366	Q18616576,Q30025373
P1709	Q28100549,Q30249126,Q18616576
P3950	Q28100549,Q30249126,Q18616576
